id,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,target
8253,0.5194114093044839,0.6213589174832903,0.6625101999237427,0.2094571081478627,0.3122708129945451,0.4033856348069455,0.594557056757803,0.2582494754755114,0.4236211620491536,0.5558947374064752,0.4333773375882167,0.3836266693493226,0.3930714562753695,0.4647063568925872,8.950762754705387
85908,0.2477419966501469,0.7359239210343765,0.5700992601111134,0.2181883908664924,0.2823600510939382,0.5309500248027139,0.4445476011968774,0.5097190195397358,0.2987374608581268,0.4361262189778777,0.4097524554080184,0.3674305126721577,0.6147020812723676,0.6098120004306743,7.395528000137058
191780,0.2926493531435349,0.6210489026830465,0.5506674848858836,0.9317002972018535,0.7955185621655019,0.3547087621336216,0.3141182279449128,0.5800202216923348,0.25432498050769,0.2462042335373841,0.2165216937966949,0.3033331012763231,0.6282598978931974,0.7622024280846229,7.85676801109907
498895,0.4788592329939262,0.2976335023522137,0.4902578005018393,0.5450055279983774,0.2830966182423273,0.7110539989738041,0.5674741490957513,0.3578175771524776,0.4322785933914963,0.5661713557618488,0.6959793944041667,0.68704009526935,0.7587762787796608,0.2969173682501628,7.995398955898379
289286,0.3797585258326884,0.4208055105499148,0.5851076493268506,0.6750058791940725,0.8465264898979059,0.3058316871811496,0.2734872373260596,0.6215712802577791,0.2871694807976862,0.2394075953397592,0.2142843160815578,0.1884628113191787,0.3807663726242522,0.2876131358566531,8.303733864955783
51168,0.4691854824491519,0.6825249304364587,0.5661949999115671,0.8602680564670051,0.5544791600674962,0.6834224155043904,0.4731220722679004,0.2695417663027004,0.4450119031551641,0.5492721840094312,0.4970742769619729,0.4597604315870336,0.3480497675471427,0.2104476813117788,7.294020905022413
407517,0.4695892009444846,0.2313439605807859,0.9455113172513568,0.2319947147525951,0.3126554414221664,0.3348321754422461,0.2808224785127904,0.3202202635568481,0.3387562688010279,0.3358260036356977,0.3015055589249233,0.281868438350697,0.2561616774563285,0.8154087474052397,7.27193997083369
212680,0.299918860071816,0.3590270707543654,0.5807466933229293,0.192348785730508,0.2823529395210019,0.20697333303731,0.4163402597372733,0.2859652677498127,0.3695302877635721,0.3685585336207568,0.3177786419992803,0.2315420813727851,0.2754889777593765,0.2773043930637442,7.877493039645705
118822,0.3665720490803405,0.3592471412082881,0.5305107908719191,0.7589094164966472,0.2820751591634901,0.66812839469944,0.4929337636064866,0.3011436556247834,0.7579597307490645,0.4972850936264497,0.7164909941824542,0.8363237889772632,0.6232507738111485,0.6752727782471831,8.32601225060424
363127,0.5254797594931666,0.6222454261312373,0.7033249519534238,0.2721144048810782,0.2834446575707475,0.6757602810119531,0.3989518579554075,0.3731902244809349,0.3361088479546947,0.3328192072075054,0.4422300397647097,0.7119974845406435,0.6962332002951775,0.3670065344200566,8.061740897484666
246758,0.5213573927764958,0.4237132967316974,0.921401416436898,0.2016634185643791,0.2830858597664126,0.6569903007066594,0.9302980645775611,0.284982265330793,0.4549763378934834,0.6184152896089109,0.7050691658643092,0.7229196056138558,0.3504611323908017,0.3050415345242984,8.455084261056513
259349,0.4958039924929464,0.7924439395937803,0.6079546677124226,0.1828030858402016,0.7394459845737382,0.4270917497028627,0.5194084883116095,0.2786052004875192,0.3511782095601164,0.5034030693211514,0.3190412129823354,0.3713721472493509,0.4063757497393193,0.3391138830177444,8.593089708439395
167420,0.2502331872905741,0.6824587407128874,0.8099072906664236,0.8458944215760429,0.2828987656386278,0.2758799745595601,0.3590003697158207,0.2803789280295928,0.2910372917403016,0.2126834500363312,0.2506755311707661,0.1923419098973286,0.3550827324378752,0.3002848063827921,8.397800411136348
402383,0.3079542741917106,0.6168104764942669,0.5506072400161202,0.8790140905948332,0.5436947714531661,0.323082020333743,0.2339613571114777,0.6194901181836676,0.2924157929027882,0.3936364426557323,0.2630707286486362,0.2504529672286976,0.3648762751204718,0.4957061152408924,7.443112485795737
325335,0.5151411425493223,0.621101855741699,0.6740704105073904,0.1869530566017004,0.2833438463417962,0.4802491370700125,0.3551185622862858,0.2674588201242688,0.3564624563275233,0.4548711398714462,0.3511680126959176,0.3753166022725286,0.3690176924095804,0.2795418332091853,7.978053696580903
397802,0.8714364960469355,0.3584119303830463,0.361047063732184,0.7254102034822577,0.8130709583825021,0.5150550241151606,0.393887104670358,0.8129872400284666,0.8823309106558387,0.9181198525502724,0.6828013945877779,0.6348670791034454,0.8074677451651741,0.8384617851783386,7.920786136671672
438443,0.3522025570414674,0.6820377930771971,0.4935981546615987,0.3639920713078358,0.3181237997332893,0.321422237914372,0.3650913950469194,0.2832183637295503,0.3591656596091031,0.2480316101513099,0.259799527683252,0.2854651667393006,0.3328160089534333,0.2983213380313743,8.570935135344355
345017,0.3607161545996393,0.5549108657200532,0.6198918509443652,0.4265503204546905,0.283842884009524,0.5531893895978316,0.4580918828331585,0.4943365679592102,0.2788966820440307,0.2795016496803069,0.3893394781660816,0.6081723452598082,0.6289861326057954,0.4116749358847713,7.822384470129409
498210,0.5194886355006669,0.7834053291484422,0.5532158335965351,0.4360663810416329,0.5103129365864096,0.3668420562942045,0.3206148963648004,0.6132632395316784,0.4405405969000125,0.3877781671890398,0.2853650222624515,0.3305970835860259,0.3382777916921577,0.2213074341227516,6.650799443121129
368059,0.2807449077370193,0.8019174728413364,0.5519649203545708,0.519846755005324,0.958300372113078,0.3246193162925469,0.2269906323489806,0.6570417057190765,0.2839288986366789,0.4055942378278248,0.3076006427177464,0.2208326927979131,0.3906747114057008,0.8351010804492284,7.805385921408932
123962,0.8909510363481512,0.4894096773352324,0.5818115579791101,0.747589133542659,0.2843460688678858,0.9673276370327064,0.5729954599808073,0.9714355289996628,0.6963893492518273,0.8337034477586325,0.808324847954584,0.8414439555940731,0.8725012933422166,0.3698619757764581,8.041051497614347
422704,0.3516339929353212,0.4240309077225984,0.3484697159715413,0.5623348074018794,0.284371031769106,0.4551053004014653,0.4367618520747719,0.9910503737366264,0.8991461335348195,0.2763134095107155,0.2110468224767632,0.3096084049468548,0.5229143119959283,0.4900419379920407,8.269046450979758
78944,0.8893862989538888,0.621448857727852,0.3301537653593045,0.7278405258739653,0.2841445815490771,0.8639210277836663,0.2855546470145084,0.6863318046539467,0.8852291404570609,0.8218707574274409,0.8220114913706841,0.8275308640591745,0.9142817184271188,0.7366165095159313,8.660217724322742
